Áká khúúnbrɛn song
Áká khúúnbrɛn chanson
Madame Adèle Kossike
mɛ̃	mã́	nri	hɛ	hwa	á-ká	khúmbrɛ̃
mɛn	mán	lri	hɛ	hwa	áká	khúúnbrɛn
1sg	fut	praise	2sg.str	part	cm-time	all
1sg	AUX+FUT	louer	obj.2sg	part.v	temps	tout
I will praise you every day.
Je vais te louer chaque jour.


mɛ̃	mã́	nri	hɛ	hwa	á-ká	khúmbrɛ̃
mɛn	mán	lri	hɛ	hwa	áká	khúúnbrɛn
1sg	fut	praise	2sg.str	part	cm-time	all
1sg	AUX+FUT	louer	obj.2sg	part.v	temps	tout
I will praise you every day.
Je vais te louer chaque jour.


hɛ	jí	ɓwá	ɛ	tɛ	sé	mɛ̃
hɛ	yí	bhwá	ɛ	tɛ	sé	mɛn
2sg.str	thing	good	2sg	do	give	1sg.str
poss.2sg	chose	bonne	2sg	faire	donner	obj.1sg
The good things you have done for me,
Les bonnes choses que tu as fait pour moi,


ló	ɓwé	ɓa	lé	ɗjaɗí	mɛ̃
ló	bhwe	bhâ	lé	lyali	mɛn
dem	word	fut	neg	forget	1sg.str
la	parole	AUX+FUT	neg	oublier	obj.1sg
I will never forget. 
je ne vais jamais oublier. 


ɛ̃́-ŋɡuhá	lé	á-hwáɗri	ó	ɡɛ	hɛ́	créncré
ńguhá	lê	áhwálri	ó	gɛ	hɛ	créncré
cm-glory	with	cm-praise	sbjv	find	2sg.str	mighty
gloire	avec	louange	inj	trouver	obj.2sg	saint
May honor and glory be yours, Jesus.
Que l'honneur et la gloire te reviennent Jésus.


hɛ	jí	ɓwá	ɛ	tɛ	sé	mɛ̃
hɛ	yí	bhwá	ɛ	tɛ	sé	mɛn
2sg.str	thing	good	2sg	do	give	1sg.str
poss.2sg	chose	bonne	2sg	faire	donner	obj.1sg
The good things you have done for me,
Les bonnes choses que tu as fait pour moi,


ló	ɓwé	ɓa	lé	ɗjaɗí	mɛ̃
ló	bhwe	bhâ	lé	lyali	mɛn
dem	word	fut	neg	forget	1sg.str
la	parole	AUX+FUT	neg	oublier	obj.1sg
I will never forget. 
je ne vais jamais oublier. 


ɛ̃́-ŋɡuhá	lé	á-hwáɗri	ó	ɡɛ	hɛ́	créncré
ńguhá	lê	áhwálri	ó	gɛ	hɛ	créncré
cm-glory	with	cm-praise	sbjv	find	2sg.str	mighty
gloire	avec	louange	inj	trouver	obj.2sg	saint
May God bless you always.
Que Dieu te bénisse toujours.

